seq,IR,Red
110,224128,202817
110,224132,202762
110,224120,202750
110,224135,202790
110,224120,202693
110,224112,202760
110,224112,202763
110,224105,202778
110,224106,202767
110,224100,202770
110,224107,202820
110,224094,202721
110,224102,202709
110,224102,202754
110,224099,202773
110,224117,202782
110,224106,202760
110,224112,202742
110,224104,202726
110,224116,202758
110,224103,202673
110,224110,202697
110,224125,202706
110,224117,202680
110,224126,202737
110,224136,202759
110,224133,202791
110,224134,202718
110,224150,202708
111,224154,202703
111,224171,202758
111,224167,202792
111,224155,202750
111,224177,202816
111,224182,202792
111,224181,202783
111,224177,202789
111,224197,202847
111,224189,202801
111,224186,202758
111,224189,202740
111,224178,202847
111,224183,202805
111,224178,202753
111,224182,202797
111,224177,202706
111,224186,202753
111,224182,202769
111,224178,202780
111,224180,202809
111,224187,202800
111,224189,202768
111,224191,202742
111,224216,202821
111,224212,202706
111,224228,202767
111,224217,202837
111,224216,202832
111,224222,202751
111,224226,202818
111,224216,202801
112,224218,202784
112,224188,202840
112,224170,202838
112,224144,202835
112,224127,202847
112,224092,202783
112,224075,202837
112,224051,202813
112,224045,202776
112,224005,202804
112,223992,202786
112,223966,202786
112,223957,202780
112,223962,202775
112,223941,202752
112,223926,202748
112,223945,202762
112,223948,202819
112,223930,202807
112,223952,202763
112,223968,202764
112,223957,202788
112,223957,202746
112,223960,202754
112,223963,202788
112,223986,202788
112,223997,202859
112,223993,202824
112,223976,202790
112,223973,202779
112,223989,202846
112,223986,202782
113,223980,202824
113,223984,202757
113,223991,202783
113,223996,202834
113,223992,202808
113,224002,202772
113,224016,202796
113,224004,202840
113,224005,202839
113,224006,202819
113,224010,202794
113,223991,202874
113,223991,202758
113,223995,202789
113,223982,202717
113,223982,202801
113,223983,202789
113,223985,202789
113,223992,202777
113,223989,202809
113,223987,202835
113,224010,202813
113,224018,202747
113,224015,202815
113,224019,202890
113,224032,202814
113,224029,202823
113,224031,202759
113,224034,202779
113,224028,202807
113,224026,202778
113,224045,202799
114,224045,202785
114,224050,202772
114,224058,202811
114,224070,202788
114,224067,202765
114,224079,202830
114,224085,202850
114,224079,202772
114,224082,202763
114,224086,202750
114,224082,202766
114,224083,202773
114,224090,202780
114,224091,202815
114,224104,202779
114,224094,202793
114,224103,202807
114,224087,202779
114,224094,202806
114,224081,202820
114,224077,202772
114,224089,202802
114,224087,202799
114,224085,202737
114,224103,202754
114,224107,202797
114,224110,202796
114,224121,202822
114,224124,202841
114,224114,202852
114,224134,202850
114,224140,202859
115,224145,202862
115,224130,202788
115,224136,202839
115,224127,202842
115,224132,202830
115,224146,202812
115,224129,202777
115,224135,202794
115,224129,202764
115,224127,202820
115,224112,202812
115,224100,202792
115,224083,202797
115,224053,202779
115,224041,202773
115,224021,202756
115,223973,202791
115,223960,202742
115,223935,202771
115,223896,202727
115,223898,202781
115,223873,202731
115,223877,202745
115,223852,202745
115,223852,202711
115,223844,202731
115,223840,202689
115,223832,202703
115,223847,202694
115,223873,202675
115,223883,202637
115,223876,202633
116,223883,202686
116,223882,202759
116,223880,202695
116,223888,202731
116,223876,202713
116,223875,202659
116,223884,202660
116,223874,202718
116,223891,202735
116,223888,202707
116,223872,202733
116,223880,202662
116,223870,202725
116,223879,202791
116,223888,202714
116,223891,202730
116,223892,202687
116,223896,202683
116,223895,202671
116,223897,202675
116,223908,202648
116,223888,202662
116,223867,202681
116,223895,202720
116,223877,202670
116,223864,202669
116,223877,202665
116,223872,202715
116,223877,202726
116,223872,202724
116,223875,202715
116,223873,202698
117,223887,202719
117,223888,202664
117,223887,202689
117,223892,202677
117,223878,202703
117,223884,202706
117,223878,202764
117,223888,202688
117,223874,202685
117,223896,202686
117,223888,202676
117,223896,202634
117,223902,202732
117,223903,202689
117,223928,202660
117,223926,202696
117,223931,202674
117,223923,202600
117,223927,202676
117,223932,202642
117,223926,202711
117,223944,202631
117,223944,202614
117,223934,202642
117,223934,202602
117,223941,202677
117,223938,202657
117,223932,202679
117,223952,202751
117,223954,202699
117,223938,202721
117,223959,202739
118,223953,202664
118,223989,202733
118,223987,202709
118,223995,202745
118,223998,202741
118,224000,202708
118,224004,202722
118,224000,202733
118,224000,202751
118,223996,202778
118,223990,202728
118,224000,202745
118,224000,202786
118,223993,202677
118,223994,202757
118,223983,202760
118,223973,202711
118,223979,202725
118,223957,202745
118,223947,202728
118,223927,202763
118,223898,202747
118,223893,202714
118,223859,202668
118,223849,202653
118,223824,202671
118,223794,202620
118,223782,202599
118,223771,202610
118,223751,202667
118,223745,202663
118,223754,202683
119,223746,202682
119,223736,202653
119,223739,202623
119,223743,202620
119,223739,202636
119,223747,202602
119,223747,202617
119,223761,202653
119,223753,202597
119,223761,202630
119,223767,202643
119,223757,202666
119,223758,202624
119,223752,202627
119,223758,202670
119,223760,202598
119,223758,202612
119,223771,202620
119,223753,202591
119,223759,202584
119,223774,202640
119,223785,202598
119,223766,202610
119,223776,202620
119,223778,202646
119,223771,202649
119,223779,202646
119,223774,202615
119,223777,202640
119,223768,202620
119,223782,202644
119,223763,202646
120,223764,202636
120,223783,202611
120,223782,202624
120,223778,202633
120,223787,202634
120,223781,202655
120,223781,202681
120,223780,202695
120,223775,202713
120,223785,202724
120,223800,202689
120,223791,202690
120,223795,202689
120,223800,202675
120,223797,202643
120,223797,202672
120,223804,202634
120,223819,202634
120,223814,202616
120,223817,202657
120,223824,202645
120,223820,202669
120,223819,202655
120,223842,202664
120,223821,202678
120,223818,202668
120,223825,202689
120,223830,202662
120,223823,202653
120,223837,202631
120,223835,202704
120,223825,202642
121,223835,202699
121,223846,202663
121,223840,202644
121,223847,202627
121,223851,202606
121,223857,202640
121,223863,202587
121,223862,202627
121,223858,202634
121,223854,202664
121,223871,202584
121,223860,202663
121,223875,202559
121,223877,202667
121,223888,202666
121,223879,202661
121,223887,202682
121,223892,202721
121,223893,202660
121,223897,202612
121,223904,202687
121,223894,202618
121,223894,202582
121,223906,202632
121,223887,202663
121,223878,202661
121,223900,202579
121,223890,202649
121,223884,202606
121,223891,202654
121,223913,202696
121,223906,202614
122,223775,202643
122,223755,202627
122,223732,202614
122,223699,202578
122,223681,202591
122,223652,202549
122,223645,202554
122,223630,202618
122,223620,202595
122,223618,202525
122,223618,202513
122,223622,202559
122,223617,202508
122,223637,202573
122,223643,202547
122,223635,202569
122,223639,202574
122,223644,202590
122,223652,202541
122,223650,202596
122,223659,202550
122,223654,202477
122,223653,202543
122,223672,202604
122,223678,202555
122,223671,202533
122,223689,202611
122,223683,202554
122,223680,202500
122,223681,202467
122,223695,202465
122,223692,202514
123,223673,202545
123,223675,202507
123,223679,202474
123,223677,202486
123,223670,202463
123,223671,202486
123,223668,202462
123,223654,202467
123,223665,202484
123,223674,202420
123,223655,202424
123,223666,202469
123,223665,202482
123,223664,202481
123,223674,202450
123,223669,202464
123,223665,202484
123,223674,202524
123,223667,202460
123,223676,202473
123,223667,202490
123,223671,202558
123,223664,202552
123,223655,202511
123,223666,202577
123,223669,202595
123,223660,202456
123,223673,202501
123,223673,202434
123,223666,202501
123,223680,202414
123,223675,202472
124,223691,202474
124,223707,202505
124,223705,202504
124,223705,202471
124,223707,202502
124,223709,202468
124,223692,202472
124,223715,202487
124,223714,202496
124,223713,202493
124,223730,202435
124,223728,202498
124,223724,202453
124,223724,202457
124,223725,202455
124,223720,202467
124,223712,202474
124,223720,202483
124,223729,202457
124,223723,202497
124,223751,202452
124,223754,202467
124,223745,202436
124,223756,202482
124,223752,202465
124,223750,202504
124,223776,202475
124,223785,202419
124,223767,202495
124,223764,202437
124,223774,202459
124,223766,202487
125,223756,202422
125,223761,202451
125,223728,202411
125,223724,202370
125,223704,202401
125,223674,202391
125,223671,202398
125,223645,202402
125,223614,202408
125,223605,202382
125,223587,202368
125,223563,202340
125,223548,202338
125,223539,202345
125,223526,202379
125,223521,202325
125,223513,202373
125,223518,202419
125,223517,202371
125,223524,202359
125,223520,202341
125,223524,202337
125,223524,202326
125,223545,202361
125,223551,202399
125,223561,202354
125,223572,202355
125,223554,202424
125,223545,202377
125,223562,202380
125,223557,202348
125,223561,202408
126,223605,202392
126,223602,202377
126,223626,202433
126,223625,202374
126,223610,202384
126,223621,202372
126,223618,202414
126,223616,202323
126,223616,202409
126,223524,202337
126,223613,202417
126,223600,202375
126,223610,202386
126,223604,202364
126,223590,202410
126,223599,202367
126,223596,202396
126,223587,202404
126,223574,202350
126,223595,202399
126,223595,202454
126,223585,202357
126,223592,202356
126,223592,202368
126,223600,202369
126,223615,202407
126,223629,202403
126,223637,202319
126,223637,202312
126,223637,202347
126,223621,202373
126,223631,202396
127,223641,202479
127,223649,202413
127,223638,202440
127,223619,202363
127,223632,202324
127,223641,202370
127,223634,202321
127,223631,202416
127,223637,202299
127,223644,202344
127,223634,202321
127,223648,202354
127,223650,202394
127,223655,202398
127,223654,202361
127,223648,202365
127,223643,202381
127,223651,202398
127,223641,202351
127,223654,202368
127,223646,202367
127,223652,202363
127,223654,202401
127,223667,202399
127,223657,202360
127,223659,202366
127,223654,202376
127,223663,202364
127,223691,202503
127,223669,202395
127,223681,202348
127,223671,202341
128,223683,202381
128,223677,202418
128,223677,202365
128,223674,202375
128,223669,202399
128,223670,202308
128,223658,202357
128,223684,202355
128,223671,202419
128,223668,202411
128,223669,202344
128,223664,202412
128,223638,202392
128,223630,202391
128,223632,202463
128,223603,202417
128,223573,202453
128,223562,202457
128,223535,202377
128,223519,202362
128,223498,202388
128,223482,202394
128,223454,202387
128,223444,202366
128,223448,202361
128,223421,202364
128,223413,202404
128,223407,202385
128,223404,202369
128,223392,202369
128,223403,202301
128,223411,202372
129,223447,202365
129,223443,202351
129,223437,202353
129,223447,202297
129,223438,202353
129,223438,202351
129,223443,202331
129,223439,202337
129,223448,202356
129,223451,202383
129,223459,202350
129,223467,202355
129,223477,202343
129,223492,202350
129,223489,202348
129,223493,202310
129,223491,202330
129,223502,202340
129,223504,202382
129,223500,202406
129,223502,202393
129,223513,202378
129,223490,202382
129,223502,202395
129,223492,202376
129,223483,202374
129,223482,202368
129,223474,202437
129,223468,202335
129,223462,202336
129,223471,202414
129,223471,202340
130,223489,202399
130,223490,202362
130,223485,202366
130,223489,202324
130,223493,202320
130,223490,202369
130,223499,202277
130,223496,202426
130,223489,202397
130,223488,202428
130,223522,202322
130,223514,202414
130,223501,202327
130,223509,202325
130,223516,202356
130,223503,202314
130,223508,202296
130,223514,202315
130,223512,202341
130,223507,202343
130,223511,202319
130,223512,202376
130,223513,202340
130,223520,202394
130,223520,202439
130,223510,202296
130,223518,202303
130,223516,202408
130,223520,202357
130,223518,202319
130,223515,202420
130,223525,202370
131,223532,202376
131,223535,202407
131,223530,202376
131,223546,202338
131,223535,202350
131,223539,202307
131,223558,202358
131,223551,202397
131,223558,202368
131,223560,202358
131,223563,202374
131,223553,202361
131,223566,202380
131,223558,202288
131,223551,202346
131,223568,202295
131,223574,202367
131,223558,202369
131,223556,202312
131,223579,202329
131,223572,202334
131,223560,202361
131,223566,202340
131,223560,202373
131,223549,202308
131,223541,202297
131,223527,202327
131,223508,202354
131,223490,202329
131,223460,202333
131,223444,202407
131,223412,202332
132,223405,202368
132,223280,202276
132,223270,202346
132,223269,202235
132,223284,202249
132,223282,202265
132,223283,202259
132,223285,202214
132,223288,202227
132,223302,202167
132,223291,202277
132,223293,202247
132,223310,202222
132,223309,202227
132,223314,202245
132,223312,202187
132,223320,202163
132,223301,202136
132,223318,202164
132,223301,202183
132,223283,202189
132,223305,202210
132,223310,202228
132,223307,202139
132,223303,202211
132,223317,202214
132,223312,202198
132,223309,202191
132,223320,202142
132,223318,202171
132,223312,202200
132,223311,202197
133,223288,202239
133,223284,202277
133,223263,202182
133,223273,202278
133,223264,202165
133,223273,202189
133,223276,202185
133,223257,202216
133,223273,202157
133,223274,202202
133,223266,202196
133,223266,202296
133,223265,202198
133,223271,202170
133,223268,202171
133,223257,202203
133,223282,202179
133,223272,202221
133,223266,202203
133,223269,202140
133,223281,202147
133,223277,202166
133,223285,202210
133,223278,202149
133,223289,202185
133,223295,202225
133,223294,202191
133,223292,202209
133,223307,202199
133,223300,202200
133,223317,202227
133,223320,202167
134,223309,202201
134,223312,202253
134,223315,202255
134,223293,202273
134,223308,202210
134,223305,202209
134,223298,202172
134,223306,202210
134,223306,202210
134,223307,202208
134,223309,202195
134,223314,202190
134,223310,202212
134,223312,202145
134,223322,202188
134,223329,202235
134,223325,202225
134,223327,202228
134,223371,202193
134,223362,202178
134,223362,202193
134,223352,202168
134,223354,202199
134,223362,202222
134,223356,202199
134,223360,202237
134,223372,202254
134,223365,202284
134,223367,202245
134,223376,202225
134,223362,202246
134,223365,202196
135,223378,202255
135,223311,202155
135,223276,202134
135,223262,202148
135,223231,202134
135,223195,202145
135,223178,202136
135,223153,202092
135,223137,202150
135,223139,202052
135,223111,202190
135,223101,202142
135,223080,202082
135,223086,202086
135,223072,202142
135,223073,202095
135,223076,202039
135,223079,202101
135,223076,202052
135,223081,202060
135,223091,202065
135,223087,202092
135,223087,202064
135,223092,202123
135,223090,202084
135,223092,202071
135,223088,202103
135,223085,202095
135,223086,202109
135,223095,202120
135,223081,202068
135,223072,202117
136,223083,202088
136,223063,202036
136,223082,202135
136,223088,202063
136,223087,202127
136,223088,202057
136,223097,202068
136,223089,202046
136,223083,202079
136,223081,202045
136,223086,202068
136,223062,202085
136,223062,202124
136,223069,202109
136,223063,202134
136,223052,202106
136,223041,202148
136,223040,202120
136,223048,202079
136,223036,202119
136,223065,202077
136,223046,202079
136,223054,202073
136,223046,202065
136,223049,202072
136,223047,202087
136,223058,202055
136,223073,202101
136,223056,202061
136,223068,202065
136,223054,202049
136,223060,201982
137,223041,202055
137,223037,202049
137,223049,202022
137,223049,202061
137,223050,202036
137,223066,202050
137,223045,202073
137,223040,202082
137,223040,202055
137,223036,202097
137,223046,202106
137,223042,202126
137,223055,202055
137,223051,202088
137,223046,202079
137,223069,202043
137,223057,202063
137,223057,202128
137,223061,202109
137,223065,202105
137,223069,202131
137,223061,202078
137,223071,202069
137,223066,202071
137,223067,202022
137,223080,202021
137,223087,202063
137,223077,202044
137,223078,202027
137,223079,202043
137,223080,202046
137,223086,202010
138,223090,202088
138,223088,202006
138,223108,202060
138,223098,202111
138,223098,202076
138,223107,202023
138,223107,202092
138,223106,202092
138,223107,202084
138,223118,202088
138,223106,202084
138,223118,202071
138,223126,202058
138,223116,202026
138,223120,202049
138,223131,202038
138,223130,202032
138,223150,202030
138,223138,202090
138,223135,202089
138,223127,202001
138,223135,202082
138,223118,202116
138,223086,202095
138,223085,202064
138,223072,202078
138,223041,202020
138,223006,202012
138,222997,202059
138,222961,202067
138,222931,202023
138,222926,202037
139,222900,201995
139,222870,201982
139,222868,201997
139,222842,201994
139,222861,201967
139,222859,201975
139,222872,201980
139,222870,201946
139,222876,201947
139,222889,201914
139,222891,201975
139,222900,201917
139,222894,201940
139,222885,201951
139,222893,201937
139,222892,201953
139,222892,201933
139,222896,202006
139,222896,201980
139,222877,201945
139,222894,201910
139,222895,201891
139,222915,201937
139,222913,201916
139,222929,202011
139,222930,201932
139,222924,201941
139,222947,201946
139,222945,201940
139,222939,201907
139,222946,201919
139,222943,201918
140,222942,201887
140,222938,201899
140,222937,201941
140,222937,201915
140,222941,201936
140,222943,201956
140,222955,201927
140,222965,201976
140,222949,202020
140,222955,201954
140,222967,202015
140,222913,201916
140,222962,201909
140,222983,202023
140,222978,201936
140,222975,201984
140,222975,201971
140,222980,202003
140,222981,202046
140,222985,202012
140,222999,202005
140,222999,201958
140,222985,202015
140,222991,201996
140,223009,201971
140,223012,202001
140,223007,202006
140,223012,201980
140,223012,201999
140,223016,201969
140,223021,201938
140,223025,202028
141,223028,201980
141,223026,201969
141,223029,201946
141,223043,201978
141,223033,201961
141,223030,201962
141,223055,201994
141,223045,201991
141,223045,201914
141,223049,201940
141,223054,202066
141,223055,202030
141,223055,201979
141,223053,202014
141,223071,202019
141,223068,202027
141,223081,201986
141,223083,202019
141,223092,202036
141,223089,202011
141,223110,202041
141,223094,202049
141,223102,202048
141,223097,202012
141,223101,202022
141,223097,201996
141,223102,202066
141,223114,202029
141,223092,202007
141,223109,202017
141,223109,202027
141,223104,202070
142,223113,202058
142,223107,202017
142,223116,201981
142,223115,202092
142,223102,201997
142,223096,202040
142,223092,202018
142,223074,202028
142,223062,201936
142,223029,202013
142,223023,202049
142,222982,202004
142,222971,201968
142,222872,201899
142,222848,201918
142,222837,201976
142,222821,201905
142,222824,201925
142,222806,201868
142,222799,201923
142,222810,201869
142,222782,201915
142,222798,201925
142,222802,201915
142,222799,201943
142,222791,201911
142,222803,201949
142,222805,201912
142,222803,201874
142,222818,201923
142,222811,201933
142,222814,201893
143,222829,201878
143,222824,201948
143,222826,201996
143,222829,201961
143,222824,201941
143,222825,201973
143,222834,201950
143,222828,201910
143,222846,201879
143,222824,201925
143,222840,201940
143,222845,201946
143,222851,201994
143,222844,201908
143,222834,201859
143,222836,201916
143,222827,201871
143,222826,201908
143,222824,201904
143,222826,201908
143,222813,201933
143,222804,201845
143,222791,201908
143,222789,201836
143,222788,201850
143,222798,201935
143,222781,201997
143,222775,201974
143,222783,201876
143,222781,201874
143,222774,201867
143,222772,201930
144,222785,201912
144,222776,201910
144,222785,201900
144,222782,201916
144,222772,201901
144,222778,201867
144,222775,201927
144,222790,201920
144,222791,201918
144,222784,202024
144,222795,202074
144,222797,201960
144,222793,202005
144,222804,201982
144,222791,201922
144,222787,201905
144,222804,201910
144,222800,201928
144,222822,201916
144,222815,201910
144,222831,201930
144,222832,201933
144,222825,201912
144,222827,201917
144,222828,201930
144,222838,201926
144,222840,201915
144,222842,201883
144,222840,201894
144,222852,201996
144,222851,201957
144,222859,201916
145,222866,201916
145,222868,201921
145,222877,201922
145,222849,201977
145,222864,201999
145,222873,202056
145,222866,201939
145,222857,201961
145,222859,201869
145,222874,201942
145,222865,201944
145,222872,201948
145,222884,201938
145,222890,201957
145,222884,202025
145,222899,201971
145,222902,202008
145,222888,201945
145,222903,201978
145,222907,201972
145,222894,201974
145,222915,201952
145,222909,201910
145,222905,202003
145,222902,201923
145,222900,201954
145,222904,201902
145,222897,201877
145,222905,201963
145,222910,201968
145,222904,201969
145,222904,202048
146,222911,202009
146,222738,201879
146,222718,201833
146,222699,201845
146,222637,201824
146,222637,201913
146,222626,201836
146,222629,201815
146,222631,201865
146,222618,201863
146,222613,201911
146,222622,201870
146,222625,201883
146,222618,201876
146,222627,201894
146,222612,201911
146,222622,201866
146,222607,201849
146,222608,201873
146,222597,201846
146,222596,201887
146,222614,201909
146,222603,201824
146,222599,201848
146,222599,201885
146,222596,201896
146,222598,201835
146,222596,201873
146,222588,201858
146,222586,201870
146,222601,201967
146,222598,201904
147,222589,201935
147,222598,201948
147,222595,201904
147,222603,201892
147,222585,201906
147,222569,201924
147,222577,201918
147,222579,201835
147,222573,201864
147,222576,201831
147,222573,201933
147,222585,201874
147,222574,201877
147,222589,201904
147,222594,201889
147,222602,201886
147,222603,201919
147,222620,201927
147,222596,201900
147,222596,201911
147,222601,201910
147,222593,201868
147,222604,201920
147,222599,201885
147,222588,201904
147,222587,201866
147,222594,201858
147,222588,201943
147,222594,201916
147,222604,201863
147,222614,201884
147,222597,201840
148,222595,201832
148,222595,201886
148,222606,201857
148,222612,201860
148,222602,201933
148,222609,201856
148,222611,201952
148,222617,201897
148,222610,201892
148,222634,201882
148,222634,201852
148,222624,201894
148,222635,201928
148,222632,201898
148,222637,201914
148,222631,201980
148,222638,201955
148,222654,201901
148,222640,201910
148,222641,201932
148,222651,201890
148,222652,201914
148,222655,201938
148,222642,201901
148,222666,201932
148,222656,201911
148,222671,201902
148,222675,201914
148,222668,201897
148,222674,201928
148,222661,201979
148,222675,201947
149,222689,201860
149,222708,201892
149,222687,201878
149,222701,201877
149,222709,201977
149,222703,201922
149,222707,201961
149,222701,201887
149,222701,201915
149,222705,201953
149,222727,201994
149,222706,201945
149,222714,201947
149,222725,202013
149,222718,201912
149,222703,201941
149,222717,201908
149,222699,201945
149,222681,201913
149,222684,202017
149,222663,201978
149,222643,201863
149,222633,201912
149,222605,201955
149,222568,201918
149,222554,201882
149,222518,201887
149,222497,201840
149,222475,201823
149,222468,201872
149,222452,201816
149,222440,201859
150,222406,201837
150,222399,201772
150,222409,201809
150,222407,201804
150,222391,201904
150,222407,201814
150,222415,201815
150,222404,201841
150,222405,201784
150,222417,201813
150,222424,201833
150,222400,201764
150,222407,201805
150,222399,201820
150,222389,201815
150,222407,201744
150,222409,201775
150,222399,201759
150,222401,201742
150,222406,201734
150,222395,201689
150,222392,201729
150,222392,201748
150,222409,201752
150,222417,201710
150,222438,201686
150,222422,201727
150,222426,201732
150,222428,201714
150,222442,201763
150,222443,201756
150,222436,201690
151,222450,201750
151,222417,201779
151,222428,201728
151,222421,201768
151,222412,201740
151,222421,201759
151,222421,201739
151,222428,201680
151,222442,201689
151,222428,201737
151,222441,201777
151,222437,201707
151,222431,201689
151,222452,201752
151,222453,201755
151,222460,201756
151,222464,201787
151,222457,201751
151,222454,201727
151,222462,201775
151,222464,201793
151,222460,201708
151,222473,201787
151,222474,201819
151,222475,201787
151,222514,201809
151,222498,201807
151,222484,201709
151,222494,201743
151,222514,201805
151,222511,201733
151,222526,201769
152,222531,201819
152,222597,201796
152,222583,201739
152,222577,201775
152,222592,201807
152,222581,201801
152,222573,201804
152,222599,201791
152,222580,201822
152,222587,201824
152,222586,201794
152,222606,201817
152,222596,201859
152,222596,201844
152,222626,201778
152,222622,201811
152,222627,201844
152,222640,201807
152,222649,201865
152,222656,201884
152,222658,201794
152,222664,201822
152,222671,201880
152,222667,201898
152,222688,201830
152,222695,201855
152,222704,201830
152,222707,201925
152,222699,201826
152,222718,201879
152,222715,201866
152,222708,201869
153,222722,201913
153,222759,201882
153,222779,201864
153,222767,201835
153,222773,201900
153,222789,201852
153,222790,201929
153,222786,201822
153,222791,201907
153,222806,201894
153,222788,201885
153,222794,201957
153,222810,201902
153,222790,201843
153,222802,201907
153,222798,201850
153,222803,201864
153,222790,201907
153,222784,201858
153,222792,201903
153,222762,201867
153,222754,201931
153,222747,201824
153,222703,201902
153,222694,201861
153,222692,201904
153,222653,201859
153,222645,201825
153,222629,201829
153,222611,201875
153,222594,201856
153,222562,201863
154,222631,201885
154,222643,201860
154,222623,201846
154,222629,201867
154,222618,201856
154,222644,201858
154,222634,201809
154,222633,201872
154,222640,201829
154,222640,201896
154,222631,201869
154,222624,201855
154,222625,201847
154,222634,201844
154,222641,201924
154,222641,201913
154,222661,201875
154,222667,201922
154,222662,201916
154,222671,201903
154,222695,201916
154,222689,201883
154,222686,201891
154,222694,201914
154,222688,201936
154,222695,201906
154,222712,201918
154,222697,201923
154,222708,201952
154,222705,201897
154,222707,201954
154,222717,201887
155,222731,201889
155,222732,201886
155,222723,201911
155,222742,201922
155,222748,201887
155,222743,201892
155,222738,201901
155,222732,201870
155,222739,201915
155,222752,201918
155,222746,201912
155,222759,201898
155,222745,201911
155,222761,201920
155,222744,201885
155,222767,201910
155,222758,201919
155,222781,201876
155,222761,201862
155,222775,201951
155,222784,201917
155,222785,201899
155,222779,201898
155,222794,201948
155,222797,201940
155,222787,201917
155,222799,201969
155,222792,201961
155,222798,201991
155,222810,201937
155,222813,201927
155,222812,201963
156,222837,202048
156,222841,201996
156,222855,202006
156,222850,201992
156,222858,202026
156,222857,201998
156,222869,201998
156,222859,202086
156,222865,202040
156,222883,202066
156,222885,202051
156,222877,201990
156,222880,202030
156,222885,202044
156,222888,202018
156,222888,202031
156,222896,202036
156,222892,202006
156,222915,202035
156,222904,202048
156,222903,202011
156,222919,202004
156,222905,202032
156,222907,201988
156,222923,202060
156,222910,202057
156,222920,202042
156,222924,202028
156,222934,202062
156,222929,202045
156,222938,202085
156,222930,201984
157,222975,202176
157,222965,202102
157,222974,202101
157,222961,202105
157,222966,202067
157,222977,202048
157,222978,202112
157,222969,202095
157,222987,202120
157,222996,202138
157,222994,202129
157,222997,202063
157,222985,202073
157,222985,202057
157,222954,202041
157,222964,202069
157,222953,202108
157,222921,202077
157,222904,202030
157,222889,202037
157,222868,202021
157,222848,202025
157,222835,201988
157,222815,202020
157,222796,202026
157,222789,202054
157,222777,202041
157,222771,201996
157,222766,202031
157,222777,202067
157,222757,202036
157,222763,202001
158,222768,202011
158,222796,201955
158,222811,202008
158,222803,202009
158,222800,201977
158,222802,201958
158,222815,202067
158,222810,201982
158,222822,202000
158,222821,201999
158,222833,202096
158,222823,202048
158,222817,202081
158,222816,202048
158,222820,202026
158,222837,202098
158,222829,202116
158,222849,202077
158,222861,202012
158,222855,202037
158,222871,202105
158,222870,202054
158,222886,202097
158,222884,202017
158,222878,202036
158,222886,202052
158,222900,202068
158,222896,202065
158,222895,202015
158,222884,202033
158,222884,202058
158,222885,202059
159,222860,202022
159,222871,201998
159,222867,202029
159,222867,202057
159,222859,202043
159,222872,202029
159,222884,202052
159,222876,201991
159,222893,202052
159,222883,202090
159,222887,202064
159,222880,202021
159,222881,202021
159,222874,202051
159,222879,201987
159,222892,202041
159,222882,202063
159,222873,202044
159,222881,201994
159,222888,202045
159,222884,202074
159,222894,202059
159,222898,202099
159,222886,202057
159,222890,202111
159,222890,202052
159,222900,202028
159,222907,202063
159,222902,202042
159,222896,202045
159,222905,202042
159,222920,202071
160,222927,202098
160,222938,202076
160,222940,202073
160,222942,202054
160,222936,202043
160,222940,202107
160,222935,202074
160,222940,202041
160,222945,202084
160,222950,202081
160,222946,202087
160,222968,202102
160,222957,202166
160,222950,202144
160,222963,202139
160,222968,202136
160,222955,202167
160,222960,202187
160,222973,202124
160,222969,202179
160,222962,202108
160,222980,202134
160,222964,202137
160,222974,202073
160,222972,202056
160,222992,202057
160,222997,202132
160,222994,202105
160,223000,202138
160,223001,202118
160,223009,202089
160,223019,202132
161,223020,202140
161,223044,202119
161,223042,202108
161,223037,202173
161,223033,202130
161,223035,202119
161,223045,202083
161,223039,202144
161,223038,202153
161,223036,202152
161,223026,202126
161,223041,202133
161,223040,202135
161,223031,202101
161,223053,202186
161,223042,202139
161,223038,202137
161,223038,202160
161,223034,202180
161,223019,202163
161,223010,202057
161,223003,202123
161,222975,202105
161,222945,202124
161,222934,202116
161,222904,202096
161,222886,202088
161,222855,202107
161,222850,202101
161,222786,202071
161,222791,202077
161,222777,201992
162,222786,202065
162,222801,202071
162,222809,201985
162,222826,202012
162,222829,202006
162,222827,201992
162,222824,202032
162,222815,202016
162,222813,202038
162,222812,202039
162,222820,202031
162,222817,202037
162,222814,202009
162,222811,202074
162,222811,201984
162,222820,202031
162,222812,202040
162,222823,202030
162,222817,202014
162,222817,202053
162,222816,202029
162,222840,202085
162,222836,202021
162,222851,202059
162,222865,201998
162,222858,202008
162,222862,202096
162,222865,202045
162,222855,202068
162,222859,202058
162,222862,202039
162,222853,202056
163,222857,202081
163,222851,202089
163,222855,202046
163,222861,202060
163,222864,202064
163,222860,202057
163,222873,202038
163,222871,202033
163,222873,202075
163,222873,202064
163,222883,202041
163,222870,202051
163,222874,202078
163,222873,202063
163,222877,202064
163,222868,202068
163,222877,202052
163,222890,202117
163,222881,202031
163,222896,202040
163,222889,202042
163,222889,202041
163,222906,202135
163,222894,202040
163,222899,202050
163,222915,202017
163,222901,202056
163,222900,201978
163,222909,201991
163,222906,201975
163,222911,202027
163,222906,201988
164,222904,201983
164,222932,201968
164,222951,201930
164,222947,201969
164,222935,201986
164,222949,201970
164,222945,201953
164,222942,201942
164,222947,201990
164,222974,201975
164,222964,201981
164,222959,202021
164,222964,201987
164,222972,201960
164,222973,201997
164,222990,202010
164,222988,201999
164,222996,201959
164,222994,201980
164,222996,202048
164,222988,202050
164,223003,201964
164,223007,202036
