seq,IR,Red
219,223428,201877
219,223421,201972
219,223430,202042
219,223431,202023
219,223438,201945
219,223441,201968
219,223441,201933
219,223442,201980
219,223448,202017
219,223454,201978
219,223468,202010
219,223462,202022
219,223470,201958
219,223478,201925
219,223485,201930
219,223488,201960
219,223459,201933
219,223472,201941
219,223466,201908
219,223480,201953
219,223477,201952
220,223495,201987
220,223488,201933
220,223502,201967
220,223501,201952
220,223503,201939
220,223507,202005
220,223525,201965
220,223512,201972
220,223522,201998
220,223526,201973
220,223523,201964
220,223519,202018
220,223531,201961
220,223514,201967
220,223523,201989
220,223509,201980
220,223517,201958
220,223516,201958
220,223527,201965
220,223519,201991
220,223513,201990
220,223531,201963
220,223538,201967
220,223517,201959
220,223526,201966
220,223510,201973
220,223479,202011
220,223476,201946
220,223453,201908
220,223429,201922
220,223411,201915
220,223391,201978
221,223378,201915
221,223276,201903
221,223268,201902
221,223267,201914
221,223272,201909
221,223266,201912
221,223270,201878
221,223273,201885
221,223277,201891
221,223275,201874
221,223276,201922
221,223281,201946
221,223285,201965
221,223282,201945
221,223298,201911
221,223291,201877
221,223289,201945
221,223292,201937
221,223304,201841
221,223298,201874
221,223293,201878
221,223290,201971
221,223287,201864
221,223288,201873
221,223284,201840
221,223291,201852
221,223288,201901
221,223313,201877
221,223295,201900
221,223303,201856
221,223307,201876
221,223322,201911
222,223297,201870
222,223279,201868
222,223273,201806
222,223273,201882
222,223267,201910
222,223260,201878
222,223268,201867
222,223256,201867
222,223269,201875
222,223257,201833
222,223265,201886
222,223271,201845
222,223265,201830
222,223269,201852
222,223281,201876
222,223267,201874
222,223262,201864
222,223269,201931
222,223263,201849
222,223255,201803
222,223263,201835
222,223263,201867
222,223307,201876
222,223250,201852
222,223250,201848
222,223254,201849
222,223267,201896
222,223256,201868
222,223250,201810
222,223249,201821
222,223261,201809
222,223262,201843
223,223267,201803
223,223257,201853
223,223271,201820
223,223286,201868
223,223273,201882
223,223269,201872
223,223289,201846
223,223300,201885
223,223278,201824
223,223298,201893
223,223271,201898
223,223290,201881
223,223293,201887
223,223292,201847
223,223289,201929
223,223295,201866
223,223304,201950
223,223303,201948
223,223300,201921
223,223305,201931
223,223313,201827
223,223298,201882
223,223308,201879
223,223308,201880
223,223302,201895
223,223295,201886
223,223309,201862
223,223310,201892
223,223296,201883
223,223313,201918
223,223300,201899
223,223303,201911
224,223344,201938
224,223321,201948
224,223321,201900
224,223341,201915
224,223324,201883
224,223335,201875
224,223351,201933
224,223345,201950
224,223330,201936
224,223345,201912
224,223327,201903
224,223327,201934
224,223326,201892
224,223329,201881
224,223305,201903
224,223311,201923
224,223292,201875
224,223253,201853
224,223249,201883
224,223228,201893
224,223200,201821
224,223178,201834
224,223158,201816
224,223144,201811
224,223110,201819
224,223110,201796
224,223091,201826
224,223063,201818
224,223071,201829
224,223055,201796
224,223039,201761
224,223049,201705
225,223055,201730
225,223062,201759
225,223062,201771
225,223076,201827
225,223061,201792
225,223066,201781
225,223072,201823
225,223073,201851
225,223084,201809
225,223042,201744
225,223052,201749
225,223037,201766
225,223041,201739
225,223041,201785
225,223041,201770
225,223040,201807
225,223040,201755
225,223052,201748
225,223062,201780
225,223057,201812
225,223049,201760
225,223055,201774
225,223066,201783
225,223055,201700
225,223072,201837
225,223064,201758
225,223060,201814
225,223061,201770
225,223059,201774
225,223054,201743
225,223050,201729
225,223056,201766
226,223051,201801
226,223051,201837
226,223065,201773
226,223044,201786
226,223057,201766
226,223040,201772
226,223047,201794
226,223038,201730
226,223058,201755
226,223049,201773
226,223041,201691
226,223052,201791
226,223048,201715
226,223044,201764
226,223050,201753
226,223047,201765
226,223057,201733
226,223049,201717
226,223050,201729
226,223048,201733
226,223060,201701
226,223059,201701
226,223051,201693
226,223061,201702
226,223063,201694
226,223064,201714
226,223062,201738
226,223060,201748
226,223062,201705
226,223055,201738
226,223057,201702
226,223061,201739
227,223076,201818
227,223068,201786
227,223067,201776
227,223062,201728
227,223074,201751
227,223071,201740
227,223066,201760
227,223083,201803
227,223084,201800
227,223077,201777
227,223101,201760
227,223095,201698
227,223104,201757
227,223095,201719
227,223101,201729
227,223085,201712
227,223100,201756
227,223104,201715
227,223101,201840
227,223104,201760
227,223098,201788
227,223104,201785
227,223093,201773
227,223100,201793
227,223109,201785
227,223099,201787
227,223114,201709
227,223124,201774
227,223120,201782
227,223120,201733
227,223119,201741
227,223131,201804
228,223168,201790
228,223189,201831
228,223160,201798
228,223169,201791
228,223171,201786
228,223173,201783
228,223175,201838
228,223175,201871
228,223184,201813
228,223187,201799
228,223196,201755
228,223194,201824
228,223189,201811
228,223166,201831
228,223144,201811
228,223133,201834
228,223116,201823
228,223096,201822
228,223066,201794
228,223050,201757
228,223030,201797
228,223002,201748
228,222998,201731
228,222991,201742
228,222968,201762
228,222961,201735
228,222949,201741
228,222936,201737
228,222927,201745
228,222934,201836
228,222935,201850
228,222926,201738
229,222940,201745
229,222946,201761
229,222950,201744
229,222946,201740
229,222948,201690
229,222943,201717
229,222943,201751
229,222952,201747
229,222929,201766
229,222940,201743
229,222942,201742
229,222945,201676
229,222959,201747
229,222944,201714
229,222929,201694
229,222957,201774
229,222957,201692
229,222953,201761
229,222968,201754
229,222973,201714
229,222976,201697
229,222987,201714
229,222982,201790
229,222987,201747
229,222981,201669
229,222994,201764
229,222993,201741
229,222989,201772
229,222987,201735
229,222992,201741
229,222980,201767
229,222966,201718
230,222983,201795
230,222989,201741
230,222991,201787
230,222986,201800
230,222985,201780
230,222997,201774
230,222988,201753
230,222981,201772
230,222992,201759
230,222995,201752
230,222985,201753
230,222982,201771
230,222989,201779
230,222978,201736
230,222988,201715
230,222993,201762
230,223009,201746
230,223001,201703
230,223006,201818
230,223020,201716
230,223004,201799
230,223020,201759
230,223022,201750
230,223031,201759
230,223047,201875
230,223036,201746
230,223033,201787
230,223054,201804
230,223044,201732
230,223050,201732
230,223061,201723
230,223057,201797
231,223080,201785
231,223085,201794
231,223106,201848
231,223097,201849
231,223122,201837
231,223095,201835
231,223105,201812
231,223091,201726
231,223103,201743
231,223102,201792
231,223101,201814
231,223114,201779
231,223103,201811
231,223103,201812
231,223107,201797
231,223105,201795
231,223107,201784
231,223106,201801
231,223110,201819
231,223108,201802
231,223119,201787
231,223129,201794
231,223136,201787
231,223130,201830
231,223123,201787
231,223139,201818
231,223133,201800
231,223143,201806
231,223140,201825
231,223152,201861
231,223146,201821
231,223145,201818
232,223162,201849
232,223176,201795
232,223171,201815
232,223174,201848
232,223185,201789
232,223182,201802
232,223179,201871
232,223197,201833
232,223197,201817
232,223181,201856
232,223187,201855
232,223188,201789
232,223189,201839
232,223177,201824
232,223158,201858
232,223149,201890
232,223114,201847
232,223090,201840
232,223081,201799
232,223056,201812
232,223031,201830
232,223012,201756
232,223009,201771
232,222978,201781
232,222968,201748
232,222967,201774
232,222971,201773
232,222943,201773
232,222947,201686
232,222938,201740
232,222942,201731
232,222929,201738
233,222952,201693
233,222950,201722
233,222957,201754
233,222974,201762
233,222989,201757
233,222985,201745
233,222973,201677
233,222979,201666
233,222975,201650
233,222968,201640
233,222968,201596
233,222978,201636
233,222979,201639
233,222967,201698
233,222960,201602
233,222966,201666
233,222974,201803
233,222976,201640
233,222977,201666
233,222985,201707
233,222987,201680
233,222983,201645
233,223000,201657
233,222984,201618
233,222990,201682
233,222991,201682
233,222972,201635
233,222967,201643
233,222986,201659
233,222969,201672
233,222962,201647
233,222963,201635
234,222980,201655
234,222969,201621
234,222961,201580
234,222960,201580
234,222957,201640
234,222975,201683
234,222959,201697
234,222956,201622
234,222983,201701
234,222968,201644
234,222962,201661
234,222984,201640
234,222971,201646
234,222967,201653
234,222965,201673
234,222980,201677
234,222978,201721
234,222974,201688
234,222986,201735
234,222996,201655
234,223000,201708
234,223004,201718
234,222993,201701
234,222999,201664
234,222996,201663
234,222995,201725
234,223001,201667
234,223004,201691
234,223009,201684
234,223005,201663
234,223016,201701
234,223004,201685
235,223039,201674
235,223040,201676
235,223037,201660
235,223058,201689
235,223053,201729
235,223064,201670
235,223054,201701
235,223057,201684
235,223057,201699
235,223063,201710
235,223060,201741
235,223062,201719
235,223059,201735
235,223072,201713
235,223065,201678
235,223075,201649
235,223068,201694
235,223073,201650
235,223084,201684
235,223078,201700
235,223073,201684
235,223067,201700
235,223077,201749
235,223070,201691
235,223080,201675
235,223080,201666
235,223090,201678
235,223089,201655
235,223080,201657
235,223113,201715
235,223101,201743
235,223103,201696
236,223119,201724
236,223111,201652
236,223126,201658
236,223118,201704
236,223110,201698
236,223127,201691
236,223127,201715
236,223133,201713
236,223071,201677
236,223064,201597
236,223022,201726
236,223000,201620
236,222973,201626
236,222942,201572
236,222926,201669
236,222919,201645
236,222901,201610
236,222865,201596
236,222854,201620
236,222854,201582
236,222839,201578
236,222857,201630
236,222872,201597
236,222859,201546
236,222872,201568
236,222868,201630
236,222870,201603
236,222880,201631
236,222879,201631
236,222884,201564
236,222885,201600
236,222888,201616
237,222878,201654
237,222864,201659
237,222869,201638
237,222865,201663
237,222866,201659
237,222864,201606
237,222886,201630
237,222871,201649
237,222876,201590
237,222900,201634
237,222907,201620
237,222901,201682
237,222893,201697
237,222909,201668
237,222895,201630
237,222882,201674
237,222884,201620
237,222890,201557
237,222877,201623
237,222870,201579
237,222899,201722
237,222875,201649
237,222866,201610
237,222869,201630
237,222869,201589
237,222862,201649
237,222870,201621
237,222867,201619
237,222862,201667
237,222866,201589
237,222870,201648
237,222886,201588
238,222869,201581
238,222909,201625
238,222887,201565
238,222901,201652
238,222896,201615
238,222889,201607
238,222912,201569
238,222910,201604
238,222910,201563
238,222907,201555
238,222924,201556
238,222908,201593
238,222900,201629
238,222918,201599
238,222908,201598
238,222900,201610
238,222905,201594
238,222917,201629
238,222907,201651
238,222923,201640
238,222925,201610
238,222931,201599
238,222921,201635
238,222931,201684
238,222923,201660
238,222927,201641
238,222934,201607
238,222937,201659
238,222932,201644
238,222937,201634
238,222941,201652
238,222944,201611
239,222975,201703
239,222990,201632
239,222989,201620
239,222984,201645
239,222989,201639
239,222986,201587
239,223003,201656
239,222988,201627
239,222987,201635
239,223006,201644
239,223016,201617
239,223008,201651
239,223012,201599
239,223015,201683
239,223013,201742
239,223022,201701
239,223022,201579
239,223017,201611
239,223025,201722
239,223035,201654
239,223031,201631
239,223044,201724
239,223043,201724
239,223048,201646
239,223044,201621
239,223052,201780
239,223049,201718
239,223049,201677
239,223077,201666
239,223076,201683
239,223086,201668
239,223091,201689
240,223085,201681
240,223112,201640
240,223127,201691
240,223120,201716
240,223118,201709
240,223108,201663
240,223090,201681
240,223099,201623
240,223064,201649
240,223037,201679
240,223021,201685
240,222991,201705
240,222971,201667
240,222951,201641
240,222938,201661
240,223049,201677
240,222903,201687
240,222897,201613
240,222880,201629
240,222872,201642
240,222866,201588
240,222889,201566
240,222879,201602
240,222887,201562
240,222889,201627
240,222891,201588
240,222881,201595
240,222907,201615
240,222911,201573
240,222910,201643
240,222918,201617
240,222919,201715
241,222935,201570
241,222923,201632
241,222929,201660
241,222917,201636
241,222921,201603
241,222927,201568
241,222922,201628
241,222930,201667
241,222930,201605
241,222939,201671
241,222954,201627
241,222953,201619
241,222957,201617
241,222951,201607
241,222954,201657
241,222952,201647
241,222960,201641
241,222959,201590
241,222958,201707
241,222941,201631
241,222966,201579
241,222966,201614
241,222965,201638
241,222955,201653
241,222963,201611
241,222961,201616
241,222958,201598
241,222954,201595
241,222963,201635
241,222964,201617
241,222977,201607
241,222966,201635
242,222988,201666
242,222975,201675
242,222979,201691
242,222981,201671
242,222984,201630
242,222991,201626
242,222994,201616
242,222984,201657
242,223012,201678
242,223013,201670
242,223018,201723
242,222997,201642
242,223006,201608
242,223007,201658
242,223012,201688
242,223009,201623
242,223015,201627
242,223040,201685
242,223028,201687
242,223020,201635
242,223028,201668
242,223025,201662
242,223023,201670
242,223043,201645
242,223018,201634
242,223026,201584
242,223030,201595
242,223035,201684
242,223043,201661
242,223043,201638
242,223051,201679
242,223059,201614
243,223080,201697
243,223069,201644
243,223077,201662
243,223078,201686
243,223075,201656
243,223083,201653
243,223098,201676
243,223093,201679
243,223072,201621
243,223096,201616
243,223091,201673
243,223089,201751
243,223086,201639
243,223092,201668
243,223095,201700
243,223089,201648
243,223096,201659
243,223087,201690
243,223092,201629
243,223120,201649
243,223114,201674
243,223100,201658
243,223110,201653
243,223107,201682
243,223112,201707
243,223124,201717
243,223131,201715
243,223117,201738
243,223123,201698
243,223133,201653
243,223130,201693
243,223131,201648
244,223133,201634
244,223169,201677
244,223145,201685
244,223156,201769
244,223151,201626
244,223139,201685
244,223121,201622
244,223115,201673
244,223012,201692
244,222993,201709
244,222981,201710
244,222956,201604
244,222935,201628
244,222912,201601
244,222908,201592
244,222896,201599
244,222898,201571
244,222884,201575
244,222898,201610
244,222897,201611
244,222886,201579
244,222879,201611
244,222885,201611
244,222884,201622
244,222891,201589
244,222895,201624
244,222894,201595
244,222887,201610
244,222911,201595
244,222909,201609
244,222898,201627
244,222911,201629
245,222909,201571
245,222915,201567
245,222916,201566
245,222910,201532
245,222902,201595
245,222912,201575
245,222904,201602
245,222907,201555
245,222931,201610
245,222932,201659
245,222933,201634
245,222933,201659
245,222925,201600
245,222929,201621
245,222918,201520
245,222920,201599
245,222925,201523
245,222922,201588
245,222904,201578
245,222908,201499
245,222907,201541
245,222902,201557
245,222915,201596
245,222903,201568
245,222886,201563
245,222888,201599
245,222891,201645
245,222879,201624
245,222893,201573
245,222894,201596
245,222887,201574
245,222893,201572
246,222905,201583
246,222913,201567
246,222907,201575
246,222923,201612
246,222906,201580
246,222913,201598
246,222912,201583
246,222912,201660
246,222916,201609
246,222936,201607
246,222920,201595
246,222921,201635
246,222925,201598
246,222925,201571
246,222935,201606
246,222934,201578
246,222937,201535
246,222935,201671
246,222940,201570
246,222940,201572
246,222942,201561
246,222952,201568
246,222952,201544
246,222953,201587
246,222955,201678
246,222949,201632
246,222954,201599
246,222956,201656
246,222966,201592
246,222963,201599
246,222965,201609
246,222963,201615
247,222987,201593
247,222973,201685
247,222987,201627
247,222970,201581
247,222986,201607
247,222983,201621
247,222984,201603
247,222987,201620
247,222995,201657
247,222997,201663
247,222976,201626
247,223002,201648
247,223005,201644
247,223011,201627
247,223011,201584
247,223019,201611
247,223009,201623
247,223011,201622
247,223014,201581
247,223019,201635
247,223033,201623
247,223025,201695
247,223031,201596
247,223045,201669
247,223038,201661
247,223047,201656
247,223039,201615
247,223041,201585
247,223048,201597
247,223058,201586
247,223062,201679
247,223040,201679
248,223036,201648
248,223063,201616
248,223051,201655
248,223056,201622
248,223060,201652
248,223044,201620
248,223041,201605
248,223020,201566
248,222994,201589
248,222960,201630
248,222945,201614
248,222936,201628
248,222902,201570
248,222883,201641
248,222872,201591
248,222867,201560
248,222801,201564
248,222797,201534
248,222806,201564
248,222793,201578
248,222811,201584
248,222804,201562
248,222790,201591
248,222801,201563
248,222798,201561
248,222798,201537
248,222798,201592
248,222828,201580
248,222803,201594
248,222815,201524
248,222814,201544
248,222820,201531
249,222812,201546
249,222805,201556
249,222811,201547
249,222815,201553
249,222800,201556
249,222799,201566
249,222804,201561
249,222799,201557
249,222791,201543
249,222814,201498
249,222809,201553
249,222816,201513
249,222815,201551
249,222812,201572
249,222829,201525
249,222814,201479
249,222824,201569
249,222825,201533
249,222821,201543
249,222828,201549
249,222821,201490
249,222820,201520
249,222824,201538
249,222809,201531
249,222812,201517
249,222824,201483
249,222822,201541
249,222818,201527
249,222821,201585
249,222819,201535
249,222829,201477
249,222810,201506
250,222821,201522
250,222826,201525
250,222809,201514
250,222817,201528
250,222824,201494
250,222826,201492
250,222830,201592
250,222827,201528
250,222839,201561
250,222843,201553
250,222830,201536
250,222823,201486
250,222833,201552
250,222836,201582
250,222833,201469
250,222835,201461
250,222840,201542
250,222846,201529
250,222846,201549
250,222859,201552
250,222848,201557
250,222841,201534
250,222855,201530
250,222844,201546
250,222850,201528
250,222858,201567
250,222875,201541
250,222857,201492
250,222867,201503
250,222876,201513
250,222874,201502
250,222872,201518
251,222892,201477
251,222897,201493
251,222897,201552
251,222907,201492
251,222906,201531
251,222910,201520
251,222913,201489
251,222929,201515
251,222943,201533
251,222939,201504
251,222943,201563
251,222939,201593
251,222943,201596
251,222940,201543
251,222955,201584
251,222961,201541
251,222957,201547
251,222954,201521
251,222958,201520
251,222970,201537
251,222956,201542
251,222954,201573
251,222964,201582
251,222970,201573
251,222950,201564
251,222970,201608
251,222964,201593
251,222977,201581
251,222975,201574
251,222974,201595
251,222987,201531
251,222990,201590
252,222995,201586
252,222988,201529
252,223030,201612
252,223029,201619
252,223046,201636
252,223042,201602
252,223047,201675
252,223055,201646
252,223045,201603
252,223036,201614
252,223028,201648
252,222970,201573
252,223005,201604
252,222973,201613
252,222959,201668
252,222948,201640
252,222933,201567
252,222911,201582
252,222880,201526
252,222864,201530
252,222819,201511
252,222833,201577
252,222814,201608
252,222801,201555
252,222805,201597
252,222802,201607
252,222796,201537
252,222805,201582
252,222812,201609
252,222803,201579
252,222808,201561
252,222795,201573
253,222848,201533
253,222848,201552
253,222845,201633
253,222837,201575
253,222850,201550
253,222845,201630
253,222851,201595
253,222841,201620
253,222853,201593
253,222848,201536
253,222850,201521
253,222857,201642
253,222845,201577
253,222832,201491
253,222844,201545
253,222836,201600
253,222829,201520
253,222844,201546
253,222841,201542
253,222843,201554
253,222851,201535
253,222856,201519
253,222851,201613
253,222868,201584
253,222869,201541
253,222846,201549
253,222845,201538
253,222848,201531
253,222846,201553
253,222860,201619
253,222865,201593
253,222840,201616
254,222851,201575
254,222850,201571
254,222866,201576
254,222870,201540
254,222863,201582
254,222861,201583
254,222863,201559
254,222879,201591
254,222872,201563
254,222890,201537
254,222886,201601
254,222893,201588
254,222880,201623
254,222900,201613
254,222900,201692
254,222907,201677
254,222905,201622
254,222910,201619
254,222903,201604
254,222910,201686
254,222908,201649
254,222906,201744
254,222906,201696
254,222919,201636
254,222925,201612
254,222909,201677
254,222915,201645
254,222906,201684
254,222915,201658
254,222908,201644
254,222908,201704
254,222921,201733
255,222922,201650
255,222944,201659
255,222949,201690
255,222963,201672
255,222964,201694
255,222952,201633
255,222975,201657
255,222982,201645
255,222964,201683
255,222978,201667
255,222980,201735
255,222975,201660
255,222974,201682
255,222984,201689
255,222997,201659
255,222981,201605
255,222984,201649
255,222993,201586
255,222998,201697
255,223017,201680
255,223031,201679
255,223021,201731
255,223032,201670
255,223036,201677
255,223043,201666
255,223057,201681
255,223039,201705
255,223055,201667
255,223060,201784
255,223053,201693
255,223055,201732
255,223045,201735
0,223052,201772
0,223084,201714
0,223099,201637
0,223106,201740
0,223092,201688
0,223098,201698
0,223105,201763
0,223080,201719
0,223087,201735
0,223074,201705
0,223058,201678
0,223047,201710
0,223025,201716
0,223011,201732
0,222997,201663
0,222990,201687
0,222964,201671
0,222933,201665
0,222906,201604
0,222901,201644
0,222888,201669
0,222877,201709
0,222863,201724
0,222857,201676
0,222859,201652
0,222844,201718
0,222856,201655
0,222855,201649
0,222857,201758
0,222846,201675
0,222853,201737
0,222853,201717
1,222903,201681
1,222906,201659
1,222912,201692
1,222900,201638
1,222912,201638
1,222911,201643
1,222914,201669
1,222915,201687
1,222908,201603
1,222908,201669
1,222905,201628
1,222902,201711
1,222909,201666
1,222908,201622
1,222897,201605
1,222907,201620
1,222924,201709
1,222919,201649
1,222918,201651
1,222922,201677
1,222931,201681
1,222926,201584
1,222930,201680
1,222921,201641
1,222910,201670
1,222923,201684
1,222911,201677
1,222911,201661
1,222920,201657
1,222906,201730
1,222887,201635
1,222906,201655
2,222923,201672
2,222928,201712
2,222936,201656
2,222911,201657
2,222912,201668
2,222929,201689
2,222925,201662
2,222932,201683
2,222937,201665
2,222934,201716
2,222932,201664
2,222942,201674
2,222910,201670
2,222953,201733
2,222942,201672
2,222954,201675
2,222963,201701
2,222958,201665
2,222952,201677
2,222972,201651
2,222951,201684
2,222954,201694
2,222960,201695
2,222971,201706
2,222979,201696
2,222976,201687
2,222968,201730
2,222977,201735
2,222986,201763
2,222976,201728
2,222988,201734
2,222997,201705
3,222996,201694
3,223030,201688
3,223009,201723
3,223033,201725
3,223022,201741
3,223023,201763
3,223013,201771
3,223042,201714
3,223052,201718
3,223030,201729
3,223032,201683
3,223034,201750
3,223037,201753
3,223032,201638
3,223023,201683
3,223032,201687
3,223024,201685
3,223029,201710
3,223026,201773
3,223032,201767
3,223036,201681
3,223042,201693
3,223035,201679
3,223042,201682
3,223038,201706
3,223044,201718
3,223042,201674
3,223059,201707
3,223057,201743
3,223050,201721
3,223052,201723
3,223070,201698
4,223085,201717
4,223073,201723
4,223083,201732
4,223085,201734
4,223089,201747
4,223082,201705
4,223063,201667
4,223051,201707
4,223049,201739
4,223008,201717
4,223005,201710
4,222982,201696
4,222959,201676
4,222936,201664
4,222932,201621
4,222912,201695
4,222891,201672
4,222856,201669
4,222832,201640
4,222833,201645
4,222827,201617
4,222815,201580
4,222809,201655
4,222788,201634
4,222792,201624
4,222789,201663
4,222792,201580
4,222796,201631
4,222794,201656
4,222793,201670
4,222812,201623
4,222812,201608
5,222824,201659
5,222820,201680
5,222832,201679
5,222822,201650
5,222827,201673
5,222823,201621
5,222820,201607
5,222821,201658
5,222819,201622
5,222827,201622
5,222827,201643
5,222828,201691
5,222816,201642
5,222834,201606
5,222836,201646
5,222841,201680
5,222842,201630
5,222849,201639
5,222847,201670
5,222836,201613
5,222855,201627
5,222872,201629
5,222861,201662
5,222851,201653
5,222843,201625
5,222831,201658
5,222815,201615
5,222828,201621
5,222821,201658
5,222812,201570
5,222813,201619
5,222818,201593
6,222803,201614
6,222826,201610
6,222827,201560
6,222837,201603
6,222832,201657
6,222848,201562
6,222842,201580
6,222834,201598
6,222851,201613
6,222837,201684
6,222843,201614
6,222849,201576
6,222845,201603
6,222844,201607
6,222844,201543
6,222848,201606
6,222857,201591
6,222850,201611
6,222851,201597
6,222851,201578
6,222864,201608
6,222869,201589
6,222865,201608
6,222883,201637
6,222879,201659
6,222876,201655
6,222877,201635
6,222879,201604
6,222888,201626
6,222880,201583
6,222883,201637
6,222889,201666
7,222905,201652
7,222914,201636
7,222907,201666
7,222925,201648
7,222942,201686
7,222915,201667
7,222916,201577
7,222922,201633
7,222932,201737
7,222935,201610
7,222929,201711
7,222927,201624
7,222945,201649
7,222925,201648
7,222948,201635
7,222939,201691
7,222929,201652
7,222949,201646
7,222948,201664
7,222944,201623
7,222955,201676
7,222964,201750
7,222973,201696
7,222972,201730
7,222967,201635
7,222971,201601
7,222997,201650
7,223001,201705
7,222981,201705
7,222998,201826
7,222990,201789
7,223006,201826
8,223026,201714
8,223011,201641
8,223012,201644
8,223012,201689
8,223017,201680
8,223008,201668
8,223018,201641
8,223024,201681
8,223022,201710
8,223024,201687
8,223035,201680
8,223026,201753
8,223027,201630
8,223036,201640
8,223016,201704
8,222998,201629
8,222984,201628
8,222960,201654
8,222938,201622
8,222930,201615
8,222898,201642
8,222866,201616
8,222843,201636
8,222823,201597
8,222751,201602
8,222744,201584
8,222745,201612
8,222737,201587
8,222729,201591
8,222747,201613
8,222729,201589
8,222740,201592
9,222746,201571
9,222758,201627
9,222774,201631
9,222773,201697
9,222757,201677
9,222773,201670
9,222775,201660
9,222780,201596
9,222789,201627
9,222770,201632
9,222782,201682
9,222781,201615
9,222777,201636
9,222778,201641
9,222782,201628
9,222788,201594
9,222773,201649
9,222786,201582
9,222792,201619
9,222810,201601
9,222797,201607
9,222806,201573
9,222800,201691
9,222802,201651
9,222806,201616
9,222809,201667
9,222816,201609
9,222805,201643
9,222832,201641
9,222809,201628
9,222812,201603
9,222808,201631
10,222799,201627
10,222812,201602
10,222809,201602
10,222782,201558
10,222807,201593
10,222805,201593
10,222805,201577
10,222812,201590
10,222821,201614
10,222813,201645
10,222815,201635
10,222814,201602
10,222832,201633
10,222831,201654
10,222825,201699
10,222837,201629
10,222835,201671
10,222842,201608
10,222845,201684
10,222848,201654
10,222847,201626
10,222860,201629
10,222858,201594
10,222850,201625
10,222869,201631
10,222863,201617
10,222865,201613
10,222870,201674
10,222879,201675
10,222876,201675
10,222890,201668
10,222878,201619
11,222926,201664
11,222921,201643
11,222925,201635
11,222934,201630
11,222933,201678
11,222928,201691
11,222941,201713
11,222938,201659
11,222943,201696
11,222937,201661
11,222953,201604
11,222951,201662
11,222949,201617
11,222952,201681
11,222955,201654
11,222960,201656
11,222969,201627
11,222979,201654
11,222966,201630
11,222964,201616
11,222973,201636
11,222984,201673
11,222978,201631
11,222985,201710
11,223018,201720
11,223011,201675
11,223012,201691
11,223010,201663
11,223018,201679
11,223029,201686
11,223040,201675
11,223039,201601
12,223037,201586
12,223045,201705
12,222955,201654
12,223061,201697
12,223057,201718
12,223062,201706
12,223068,201674
12,223045,201678
12,223027,201673
12,223004,201629
12,222987,201642
12,222962,201638
12,222948,201610
12,222940,201622
12,222911,201627
12,222891,201617
12,222872,201627
12,222872,201703
12,222843,201656
12,222841,201647
12,222828,201606
12,222829,201639
12,222825,201523
12,222834,201555
12,222817,201540
12,222805,201532
12,222830,201570
12,222830,201605
12,222824,201610
12,222831,201622
12,222836,201565
12,222830,201594
13,222881,201610
13,222889,201619
13,222901,201583
13,222907,201593
13,222890,201544
13,222907,201618
13,222908,201592
13,222913,201583
13,222912,201577
13,222928,201597
13,222922,201595
13,222936,201586
13,222926,201549
13,222926,201567
13,222922,201618
13,222922,201573
13,222925,201546
13,222925,201543
13,222926,201591
13,222918,201611
13,222929,201618
13,222944,201571
13,222933,201562
13,222910,201618
13,222908,201600
13,222911,201571
13,222912,201616
13,222912,201538
13,222908,201575
13,222905,201583
13,222903,201601
13,222915,201592
14,222912,201521
14,222907,201533
14,222916,201551
14,222907,201541
14,222911,201572
14,222923,201602
14,222924,201587
14,222929,201589
14,222939,201561
14,222936,201579
14,222932,201612
14,222941,201543
14,222931,201607
14,222940,201631
14,222937,201564
14,222943,201599
14,222941,201602
14,222942,201582
14,222961,201637
14,222953,201581
14,222950,201536
14,222959,201582
14,222954,201608
14,222953,201543
14,222948,201547
14,222950,201548
14,222960,201519
14,222954,201516
14,222962,201677
14,222965,201586
14,222961,201529
14,222981,201529
15,222989,201623
15,222985,201647
15,222999,201609
15,222997,201585
15,223009,201641
15,223007,201594
15,223010,201652
15,223001,201656
15,223005,201629
15,223017,201627
15,223015,201637
15,223015,201644
15,223026,201657
15,223016,201651
15,223030,201703
15,223032,201729
15,223021,201645
15,223034,201670
15,223027,201651
15,223036,201670
15,223038,201609
15,223060,201694
15,223052,201682
15,223045,201672
15,223067,201673
15,223055,201637
15,223034,201752
15,223048,201687
15,223045,201634
15,223046,201651
15,223053,201641
15,223063,201695
16,223049,201744
16,222979,201715
16,222978,201648
16,222934,201647
16,222843,201588
16,222832,201649
16,222814,201596
16,222799,201679
16,222793,201605
16,222799,201665
16,222785,201701
16,222785,201665
16,222801,201627
16,222817,201606
16,222805,201639
16,222806,201595
16,222830,201625
16,222831,201612
16,222820,201625
16,222833,201662
16,222829,201650
16,222832,201663
16,222847,201604
16,222852,201624
16,222845,201653
16,222844,201609
16,222864,201651
16,222857,201579
16,222856,201643
16,222851,201674
16,222848,201653
16,222848,201667
17,222883,201631
17,222880,201668
17,222875,201701
17,222871,201699
17,222871,201672
17,222877,201683
17,222861,201686
17,222859,201691
17,222858,201638
17,222856,201650
17,222864,201661
17,222857,201662
17,222846,201653
17,222860,201644
17,222858,201624
17,222863,201630
17,222856,201684
17,222862,201663
17,222880,201661
17,222875,201661
17,222862,201625
17,222870,201660
17,222871,201622
17,222868,201682
17,222875,201705
17,222883,201695
17,222880,201624
17,222869,201694
17,222884,201586
17,222889,201678
17,222887,201606
